date,Thực tế,Mô hình tham chiếu (Naive) - Dự báo,Mô hình tham chiếu (Naive) - Sai số,Mô hình tham chiếu (Naive) - Sai số tuyệt đối,Tham chiếu mùa vụ 7 ngày - Dự báo,Tham chiếu mùa vụ 7 ngày - Sai số,Tham chiếu mùa vụ 7 ngày - Sai số tuyệt đối,ARIMA - Dự báo,ARIMA - Sai số,ARIMA - Sai số tuyệt đối,Random Forest - Dự báo,Random Forest - Sai số,Random Forest - Sai số tuyệt đối
2025-03-09,107.2779,69.8679,-37.41,37.41,35.875,-71.4029,71.4029,70.5702,-36.7078,36.7078,73.0571,-34.2208,34.2208
2025-03-10,97.5279,107.2779,9.75,9.75,40.2083,-57.3196,57.3196,97.4803,-0.0476,0.0476,92.3158,-5.2122,5.2122
2025-03-11,64.4583,97.5279,33.0696,33.0696,45.125,-19.3333,19.3333,86.0559,21.5976,21.5976,89.7876,25.3292,25.3292
2025-03-12,37.7708,64.4583,26.6875,26.6875,48.2154,10.4446,10.4446,62.1235,24.3526,24.3526,63.1913,25.4205,25.4205
2025-03-13,34.3679,37.7708,3.4029,3.4029,39.8542,5.4862,5.4862,43.4949,9.1269,9.1269,54.0239,19.656,19.656
2025-03-14,44.4792,34.3679,-10.1112,10.1112,36.0696,-8.4096,8.4096,42.1214,-2.3578,2.3578,47.2897,2.8106,2.8106
2025-03-15,37.6458,44.4792,6.8333,6.8333,69.8679,32.2221,32.2221,49.1849,11.5391,11.5391,48.4122,10.7664,10.7664
2025-03-16,25.0483,37.6458,12.5975,12.5975,107.2779,82.2296,82.2296,41.1799,16.1316,16.1316,45.4286,20.3802,20.3802
2025-03-17,52.7292,25.0483,-27.6808,27.6808,97.5279,44.7988,44.7988,31.9274,-20.8018,20.8018,45.3153,-7.4138,7.4138
2025-03-18,54.7779,52.7292,-2.0488,2.0488,64.4583,9.6804,9.6804,57.2354,2.4575,2.4575,65.5419,10.764,10.764
2025-03-19,47.4725,54.7779,7.3054,7.3054,37.7708,-9.7017,9.7017,53.4449,5.9724,5.9724,63.0121,15.5396,15.5396
2025-03-20,110.4579,47.4725,-62.9854,62.9854,34.3679,-76.09,76.09,48.8827,-61.5752,61.5752,62.806,-47.6519,47.6519
2025-03-21,136.9863,110.4579,-26.5283,26.5283,44.4792,-92.5071,92.5071,104.8043,-32.1819,32.1819,99.5956,-37.3906,37.3906
2025-03-22,119.6529,136.9863,17.3333,17.3333,37.6458,-82.0071,82.0071,117.5452,-2.1078,2.1078,116.4304,-3.2226,3.2226
2025-03-23,88.6667,119.6529,30.9862,30.9862,25.0483,-63.6183,63.6183,103.6417,14.9751,14.9751,108.7448,20.0781,20.0781
2025-03-24,92.6525,88.6667,-3.9858,3.9858,52.7292,-39.9233,39.9233,82.0022,-10.6503,10.6503,85.6257,-7.0268,7.0268
2025-03-25,71.68,92.6525,20.9725,20.9725,54.7779,-16.9021,16.9021,89.5966,17.9166,17.9166,86.1135,14.4335,14.4335
2025-03-26,57.4725,71.68,14.2075,14.2075,47.4725,-10.0,10.0,68.3669,10.8944,10.8944,64.7343,7.2618,7.2618
2025-03-27,53.8475,57.4725,3.625,3.625,110.4579,56.6104,56.6104,59.853,6.0055,6.0055,56.2406,2.3931,2.3931
2025-03-28,66.125,53.8475,-12.2775,12.2775,136.9863,70.8613,70.8613,57.3636,-8.7614,8.7614,50.771,-15.354,15.354
2025-03-29,56.2638,66.125,9.8613,9.8613,119.6529,63.3892,63.3892,67.46,11.1962,11.1962,51.5596,-4.7042,4.7042
2025-03-30,23.7362,56.2638,32.5275,32.5275,88.6667,64.9304,64.9304,56.5297,32.7934,32.7934,47.1988,23.4626,23.4626
2025-03-31,35.8892,23.7362,-12.1529,12.1529,92.6525,56.7633,56.7633,30.7165,-5.1727,5.1727,43.2013,7.3122,7.3122
2025-04-01,55.6525,35.8892,-19.7633,19.7633,71.68,16.0275,16.0275,45.6898,-9.9627,9.9627,52.881,-2.7715,2.7715
2025-04-02,101.4721,55.6525,-45.8196,45.8196,57.4725,-43.9996,43.9996,58.0508,-43.4213,43.4213,66.415,-35.0571,35.0571
2025-04-03,90.3475,101.4721,11.1246,11.1246,53.8475,-36.5,36.5,95.6349,5.2874,5.2874,91.8827,1.5352,1.5352
2025-04-04,72.8612,90.3475,17.4863,17.4863,66.125,-6.7362,6.7362,79.9588,7.0976,7.0976,90.1117,17.2505,17.2505
2025-04-05,64.9862,72.8612,7.875,7.875,56.2638,-8.7225,8.7225,70.3869,5.4007,5.4007,62.0352,-2.9511,2.9511
2025-04-06,94.2362,64.9862,-29.25,29.25,23.7362,-70.5,70.5,65.6982,-28.538,28.538,61.3803,-32.856,32.856
2025-04-07,87.9304,94.2362,6.3058,6.3058,35.8892,-52.0412,52.0412,91.1981,3.2677,3.2677,74.1019,-13.8285,13.8285
2025-04-08,78.625,87.9304,9.3054,9.3054,55.6525,-22.9725,22.9725,80.2895,1.6645,1.6645,68.5039,-10.1211,10.1211
2025-04-09,62.3475,78.625,16.2775,16.2775,101.4721,39.1246,39.1246,75.7633,13.4158,13.4158,59.6705,-2.677,2.677
2025-04-10,57.375,62.3475,4.9725,4.9725,90.3475,32.9725,32.9725,62.7532,5.3782,5.3782,49.0014,-8.3736,8.3736
2025-04-11,64.4583,57.375,-7.0833,7.0833,72.8612,8.4029,8.4029,60.4311,-4.0273,4.0273,48.9648,-15.4935,15.4935
2025-04-12,78.375,64.4583,-13.9167,13.9167,64.9862,-13.3888,13.3888,66.0934,-12.2816,12.2816,52.1392,-26.2358,26.2358
2025-04-13,65.5554,78.375,12.8196,12.8196,94.2362,28.6808,28.6808,76.5965,11.0411,11.0411,58.249,-7.3064,7.3064
2025-04-14,84.7225,65.5554,-19.1671,19.1671,87.9304,3.2079,3.2079,63.6758,-21.0467,21.0467,67.382,-17.3405,17.3405
2025-04-15,100.3054,84.7225,-15.5829,15.5829,78.625,-21.6804,21.6804,83.6613,-16.6442,16.6442,84.7322,-15.5732,15.5732
2025-04-16,113.3333,100.3054,-13.0279,13.0279,62.3475,-50.9858,50.9858,93.1021,-20.2312,20.2312,89.6721,-23.6612,23.6612
2025-04-17,67.4029,113.3333,45.9304,45.9304,57.375,-10.0279,10.0279,103.6034,36.2005,36.2005,92.6407,25.2378,25.2378
2025-04-18,69.6804,67.4029,-2.2775,2.2775,64.4583,-5.2221,5.2221,62.8735,-6.8069,6.8069,63.1998,-6.4806,6.4806
2025-04-19,66.8333,69.6804,2.8471,2.8471,78.375,11.5417,11.5417,73.7609,6.9275,6.9275,65.7634,-1.0699,1.0699
2025-04-20,49.4579,66.8333,17.3754,17.3754,65.5554,16.0975,16.0975,67.2598,17.8019,17.8019,59.0598,9.6019,9.6019
2025-04-21,64.0833,49.4579,-14.6254,14.6254,84.7225,20.6392,20.6392,52.7598,-11.3236,11.3236,53.69,-10.3933,10.3933
2025-04-22,69.9304,64.0833,-5.8471,5.8471,100.3054,30.375,30.375,68.0593,-1.8711,1.8711,52.9956,-16.9349,16.9349
2025-04-23,66.0138,69.9304,3.9167,3.9167,113.3333,47.3196,47.3196,69.2442,3.2305,3.2305,55.7547,-10.2591,10.2591
2025-04-24,56.5833,66.0138,9.4304,9.4304,67.4029,10.8196,10.8196,65.9862,9.4029,9.4029,52.4238,-4.1596,4.1596
2025-04-25,38.625,56.5833,17.9583,17.9583,69.6804,31.0554,31.0554,58.8764,20.2514,20.2514,45.6661,7.0411,7.0411
2025-04-26,51.9863,38.625,-13.3613,13.3613,66.8333,14.8471,14.8471,44.4281,-7.5581,7.5581,40.5042,-11.482,11.482
2025-04-27,48.875,51.9863,3.1113,3.1113,49.4579,0.5829,0.5829,58.1438,9.2688,9.2688,48.081,-0.794,0.794
2025-04-28,41.2362,48.875,7.6388,7.6388,64.0833,22.8471,22.8471,51.6049,10.3686,10.3686,45.5959,4.3596,4.3596
2025-04-29,94.0279,41.2362,-52.7917,52.7917,69.9304,-24.0975,24.0975,46.3761,-47.6518,47.6518,43.5258,-50.5021,50.5021
2025-04-30,57.1388,94.0279,36.8892,36.8892,66.0138,8.875,8.875,93.1356,35.9969,35.9969,73.7323,16.5936,16.5936
2025-05-01,47.1068,57.1388,10.0319,10.0319,56.5833,9.4765,9.4765,51.8965,4.7897,4.7897,48.0766,0.9698,0.9698
2025-05-02,63.7917,47.1068,-16.6849,16.6849,38.625,-25.1667,25.1667,53.3959,-10.3957,10.3957,45.7589,-18.0328,18.0328
2025-05-03,51.6108,63.7917,12.1808,12.1808,51.9863,0.3754,0.3754,66.4488,14.8379,14.8379,58.6742,7.0634,7.0634
2025-05-04,43.5137,51.6108,8.0971,8.0971,48.875,5.3613,5.3613,52.3122,8.7984,8.7984,44.6675,1.1538,1.1538
2025-05-05,47.7358,43.5137,-4.2221,4.2221,41.2362,-6.4996,6.4996,48.5471,0.8113,0.8113,44.3798,-3.3561,3.3561
2025-05-06,45.1113,47.7358,2.6246,2.6246,94.0279,48.9167,48.9167,52.4004,7.2891,7.2891,47.097,1.9858,1.9858
2025-05-07,38.9862,45.1113,6.125,6.125,57.1388,18.1525,18.1525,48.6382,9.6519,9.6519,42.4013,3.4151,3.4151
2025-05-08,50.1804,38.9862,-11.1942,11.1942,47.1068,-3.0736,3.0736,43.9547,-6.2257,6.2257,37.2753,-12.9051,12.9051
2025-05-09,50.5417,50.1804,-0.3612,0.3612,63.7917,13.25,13.25,54.2578,3.7161,3.7161,45.8205,-4.7211,4.7211
2025-05-10,69.5,50.5417,-18.9583,18.9583,51.6108,-17.8892,17.8892,52.112,-17.388,17.388,46.6221,-22.8779,22.8779
2025-05-11,26.3196,69.5,43.1804,43.1804,43.5137,17.1942,17.1942,69.2607,42.9411,42.9411,53.803,27.4834,27.4834
2025-05-12,67.3746,26.3196,-41.055,41.055,47.7358,-19.6387,19.6387,28.9161,-38.4585,38.4585,34.5736,-32.801,32.801
2025-05-13,68.6804,67.3746,-1.3058,1.3058,45.1113,-23.5692,23.5692,72.4897,3.8093,3.8093,66.1542,-2.5263,2.5263
2025-05-14,47.7083,68.6804,20.9721,20.9721,38.9862,-8.7221,8.7221,63.7676,16.0593,16.0593,64.7149,17.0066,17.0066
2025-05-15,42.9721,47.7083,4.7363,4.7363,50.1804,7.2083,7.2083,48.7763,5.8042,5.8042,42.105,-0.8671,0.8671
2025-05-16,42.3888,42.9721,0.5833,0.5833,50.5417,8.1529,8.1529,48.0664,5.6776,5.6776,41.4707,-0.9181,0.9181
2025-05-17,35.75,42.3888,6.6388,6.6388,69.5,33.75,33.75,46.5308,10.7808,10.7808,40.1372,4.3872,4.3872
2025-05-18,39.2083,35.75,-3.4583,3.4583,26.3196,-12.8888,12.8888,40.3974,1.1891,1.1891,35.6943,-3.5141,3.5141
2025-05-19,46.7083,39.2083,-7.5,7.5,67.3746,20.6662,20.6662,44.1958,-2.5126,2.5126,38.9859,-7.7224,7.7224
2025-05-20,55.2917,46.7083,-8.5833,8.5833,68.6804,13.3887,13.3887,49.4106,-5.881,5.881,41.0464,-14.2452,14.2452
2025-05-21,41.8608,55.2917,13.4308,13.4308,47.7083,5.8475,5.8475,55.7696,13.9088,13.9088,46.8312,4.9704,4.9704
2025-05-22,37.2221,41.8608,4.6387,4.6387,42.9721,5.75,5.75,43.4109,6.1888,6.1888,36.4242,-0.7979,0.7979
2025-05-23,38.5696,37.2221,-1.3475,1.3475,42.3888,3.8192,3.8192,42.1274,3.5578,3.5578,33.7894,-4.7802,4.7802
2025-05-24,35.1112,38.5696,3.4583,3.4583,35.75,0.6388,0.6388,42.8139,7.7026,7.7026,34.9395,-0.1717,0.1717
2025-05-25,28.5275,35.1112,6.5837,6.5837,39.2083,10.6808,10.6808,39.1104,10.5829,10.5829,32.0187,3.4912,3.4912
2025-05-26,34.8054,28.5275,-6.2779,6.2779,46.7083,11.9029,11.9029,33.9342,-0.8712,0.8712,31.9379,-2.8676,2.8676
2025-05-27,69.1112,34.8054,-34.3058,34.3058,55.2917,-13.8196,13.8196,39.9056,-29.2056,29.2056,39.4384,-29.6729,29.6729
2025-05-28,69.0558,69.1112,0.0554,0.0554,41.8608,-27.195,27.195,67.7532,-1.3026,1.3026,55.7418,-13.3141,13.3141
2025-05-29,30.7358,69.0558,38.32,38.32,37.2221,6.4863,6.4863,62.794,32.0581,32.0581,55.3218,24.5859,24.5859
2025-05-30,30.8471,30.7358,-0.1113,0.1113,38.5696,7.7225,7.7225,32.6552,1.8081,1.8081,33.6834,2.8363,2.8363
2025-05-31,38.5417,30.8471,-7.6946,7.6946,35.1112,-3.4304,3.4304,38.835,0.2933,0.2933,35.8077,-2.7339,2.7339
2025-06-01,28.5971,38.5417,9.9446,9.9446,28.5275,-0.0696,0.0696,42.1561,13.559,13.559,39.8274,11.2304,11.2304
2025-06-02,40.6667,28.5971,-12.0696,12.0696,34.8054,-5.8612,5.8612,32.2232,-8.4434,8.4434,37.2242,-3.4425,3.4425
2025-06-03,29.1942,40.6667,11.4725,11.4725,69.1112,39.9171,39.9171,44.6647,15.4706,15.4706,41.9415,12.7474,12.7474
2025-06-04,40.3054,29.1942,-11.1113,11.1113,69.0558,28.7504,28.7504,31.9308,-8.3747,8.3747,32.2528,-8.0527,8.0527
2025-06-05,47.0279,40.3054,-6.7225,6.7225,30.7358,-16.2921,16.2921,44.1463,-2.8816,2.8816,37.6419,-9.3861,9.3861
2025-06-06,33.4579,47.0279,13.57,13.57,30.8471,-2.6108,2.6108,47.1236,13.6657,13.6657,38.6575,5.1996,5.1996
2025-06-07,33.1529,33.4579,0.305,0.305,38.5417,5.3888,5.3888,35.2296,2.0767,2.0767,33.0982,-0.0547,0.0547
2025-06-08,59.6525,33.1529,-26.4996,26.4996,28.5971,-31.0554,31.0554,37.5833,-22.0692,22.0692,34.41,-25.2425,25.2425
2025-06-09,39.25,59.6525,20.4025,20.4025,40.6667,1.4167,1.4167,59.2017,19.9517,19.9517,40.5584,1.3084,1.3084
2025-06-10,33.3196,39.25,5.9304,5.9304,29.1942,-4.1254,4.1254,37.4223,4.1027,4.1027,33.4475,0.1279,0.1279
2025-06-11,41.1942,33.3196,-7.8746,7.8746,40.3054,-0.8888,0.8888,37.7179,-3.4762,3.4762,32.657,-8.5371,8.5371
2025-06-12,54.965,41.1942,-13.7708,13.7708,47.0279,-7.9371,7.9371,43.6655,-11.2995,11.2995,38.7408,-16.2242,16.2242
2025-06-13,26.9238,54.965,28.0413,28.0413,33.4579,6.5342,6.5342,53.6764,26.7527,26.7527,40.7719,13.8482,13.8482
2025-06-14,41.3887,26.9238,-14.465,14.465,33.1529,-8.2358,8.2358,28.063,-13.3257,13.3257,28.8352,-12.5535,12.5535
2025-06-15,50.3333,41.3887,-8.9446,8.9446,59.6525,9.3192,9.3192,45.9837,-4.3497,4.3497,41.223,-9.1103,9.1103
2025-06-16,32.7292,50.3333,17.6042,17.6042,39.25,6.5208,6.5208,48.974,16.2448,16.2448,41.1994,8.4702,8.4702
2025-06-17,51.9583,32.7292,-19.2292,19.2292,33.3196,-18.6388,18.6388,33.6457,-18.3126,18.3126,31.8944,-20.064,20.064
2025-06-18,49.9029,51.9583,2.0554,2.0554,41.1942,-8.7088,8.7088,53.5939,3.691,3.691,44.0769,-5.826,5.826
2025-06-19,47.8683,49.9029,2.0346,2.0346,54.965,7.0967,7.0967,47.3351,-0.5332,0.5332,40.1683,-7.7,7.7
2025-06-20,93.625,47.8683,-45.7567,45.7567,26.9238,-66.7012,66.7012,47.5335,-46.0915,46.0915,37.9836,-55.6414,55.6414
2025-06-21,30.0138,93.625,63.6112,63.6112,41.3887,11.375,11.375,86.9029,56.8891,56.8891,61.4772,31.4634,31.4634
2025-06-22,31.9167,30.0138,-1.9029,1.9029,50.3333,18.4167,18.4167,25.6292,-6.2875,6.2875,34.3036,2.3869,2.3869
2025-06-23,39.625,31.9167,-7.7083,7.7083,32.7292,-6.8958,6.8958,40.7011,1.0761,1.0761,33.541,-6.084,6.084
2025-06-24,69.125,39.625,-29.5,29.5,51.9583,-17.1667,17.1667,41.679,-27.446,27.446,37.6223,-31.5027,31.5027
2025-06-25,33.4446,69.125,35.6804,35.6804,49.9029,16.4583,16.4583,65.6402,32.1956,32.1956,47.3042,13.8596,13.8596
2025-06-26,34.9025,33.4446,-1.4579,1.4579,47.8683,12.9658,12.9658,31.6291,-3.2734,3.2734,33.8433,-1.0592,1.0592
2025-06-27,31.6667,34.9025,3.2358,3.2358,93.625,61.9583,61.9583,40.5972,8.9306,8.9306,36.4509,4.7842,4.7842
2025-06-28,28.6108,31.6667,3.0558,3.0558,30.0138,1.4029,1.4029,34.6547,6.0439,6.0439,32.6876,4.0768,4.0768
2025-06-29,40.4862,28.6108,-11.8754,11.8754,31.9167,-8.5696,8.5696,32.5442,-7.942,7.942,30.9813,-9.5049,9.5049
2025-06-30,30.0971,40.4862,10.3892,10.3892,39.625,9.5279,9.5279,42.6631,12.566,12.566,35.4533,5.3562,5.3562
